timestamp_seconds,voltage
0.038,1.3323
0.053,1.3000
0.101,1.2097
0.155,1.4129
0.201,1.2839
0.251,0.9806
0.300,1.1935
0.350,1.1903
0.400,1.0903
0.450,1.1548
0.500,1.2903
0.550,1.1968
0.600,1.3226
0.650,1.4161
0.700,1.4710
0.750,1.2677
0.800,1.3065
0.850,1.2194
0.900,1.2032
0.950,1.2290
1.000,1.1065
1.050,1.2806
1.100,1.3710
1.150,1.2161
1.200,1.0806
1.250,1.1774
1.300,1.0677
1.350,1.2323
1.400,1.3548
1.450,1.5161
1.500,1.4000
1.550,1.2903
1.600,1.2742
1.650,1.4581
1.700,1.1710
1.750,1.3871
1.800,1.0387
1.850,1.2452
1.900,1.1839
1.950,1.2839
2.000,1.1645
2.050,1.3387
2.100,1.2774
2.150,1.3032
2.200,1.1581
2.250,0.9871
2.300,1.1806
2.350,1.1355
2.400,1.1871
2.450,1.2290
2.500,0.9645
2.550,0.9968
2.600,1.1226
2.650,1.2097
2.700,1.5387
2.750,1.2452
2.800,1.4774
2.850,1.3129
2.900,1.2645
2.950,1.3935
3.000,0.9097
3.050,1.2452
3.100,1.2226
3.150,1.0355
3.200,1.5548
3.250,1.4968
3.300,1.2516
3.350,1.2387
3.400,1.2613
3.450,1.2387
3.500,1.3161
3.550,0.8645
3.600,1.1065
3.650,1.2258
3.700,1.2548
3.750,1.0452
3.800,1.3839
3.850,1.3387
3.900,1.2387
3.950,1.3645
4.000,1.1677
4.050,1.0613
4.100,1.1032
4.150,1.4645
4.200,1.2645
4.250,1.1613
4.300,1.1710
4.350,1.1452
4.400,1.1871
4.450,1.2581
4.500,0.8968
4.550,1.3742
4.600,1.2581
4.650,1.2419
4.700,1.2677
4.750,1.2000
4.800,1.2258
4.850,1.2032
4.900,1.1290
4.950,1.0710
5.000,1.2806
5.050,1.1323
5.100,1.3194
5.150,1.3290
5.200,1.3484
5.250,1.2484
5.300,1.1290
5.350,1.2355
5.400,1.1742
5.450,1.2258
5.500,1.1968
5.550,1.1742
5.600,1.2097
5.650,1.2774
5.700,1.1097
5.750,1.2129
5.800,1.1645
5.850,1.1548
5.900,1.0806
5.950,1.1452
6.000,1.2645
6.050,1.2774
6.100,1.1323
6.150,1.2774
6.202,1.2290
6.250,1.2710
6.300,1.4226
6.350,1.4645
6.400,1.2645
6.450,1.3581
6.500,1.3774
6.550,1.3000
6.600,1.1032
6.650,1.1935
6.700,1.2806
6.750,1.1000
6.800,1.2419
6.850,1.2323
6.900,1.3581
6.950,1.2677
7.000,1.3903
7.050,1.2323
7.100,0.9645
7.150,0.9677
7.200,1.1774
7.250,1.3548
7.300,1.0677
7.350,1.0161
7.400,1.3484
7.450,1.2097
7.500,1.2355
7.550,1.3613
7.600,1.3129
7.650,1.3323
7.700,1.0355
7.750,1.0452
7.800,1.1710
7.850,1.0323
7.900,0.9355
7.950,1.4903
8.000,1.1774
8.050,0.9548
8.100,1.3032
8.150,1.3032
8.200,1.2903
8.250,1.2452
8.300,0.9484
8.350,1.2355
8.400,0.9065
8.450,1.0129
8.500,1.5581
8.550,1.0581
8.600,1.3968
8.650,1.5742
8.700,0.9581
8.750,1.1935
8.800,1.0774
8.850,1.0774
8.900,1.1161
8.950,1.3161
9.000,1.2194
9.050,1.2806
9.100,1.2258
9.150,1.1161
9.200,1.5710
9.250,1.1903
9.300,1.0645
9.350,0.9710
9.400,1.3323
9.450,1.3806
9.500,1.1903
9.550,0.9839
9.600,1.3968
9.650,1.2161
9.700,1.2000
9.750,1.1677
9.800,1.4032
9.850,1.2323
9.900,1.3581
9.950,1.2968
10.000,1.1806
10.050,1.1323
10.100,1.2323
10.150,1.1903
10.200,1.2129
10.250,1.1645
10.300,1.1097
10.350,1.4645
10.400,1.4065
10.450,1.3355
10.500,1.1484
10.550,1.1452
10.600,1.3323
10.650,1.3000
10.700,1.2194
10.750,1.2677
10.800,1.0581
10.850,1.1452
10.900,1.2613
10.950,1.2161
11.000,1.3290
11.050,1.4419
11.100,1.2710
11.150,1.4935
11.200,1.2742
11.250,1.2645
11.300,1.1290
11.350,1.4194
11.400,1.0839
11.450,0.9903
11.500,1.8194
11.550,1.4129
11.600,1.0613
11.650,0.7677
11.700,1.1323
11.750,1.2871
11.800,1.2548
11.850,1.0387
11.900,1.0968
11.950,1.2452
12.000,1.0935
12.050,1.2548
12.100,0.8839
12.150,1.2452
12.200,1.2032
12.250,1.2742
12.300,0.4677
12.350,0.9968
12.400,1.2645
12.450,1.1516
12.500,1.5484
12.550,1.2871
12.600,1.2581
12.650,1.3419
12.700,1.1323
12.750,1.2581
12.800,1.2355
12.850,1.2065
12.900,1.0548
12.950,1.3258
13.000,1.4161
13.050,1.1839
13.100,1.0871
13.150,1.1161
13.200,1.1871
13.250,1.4065
13.300,1.2452
13.350,1.2258
13.400,1.2645
13.450,1.2355
13.500,1.3226
13.550,1.4258
13.600,1.3226
13.650,1.1871
13.700,1.1161
13.750,1.3194
13.800,1.3935
13.850,1.3032
13.900,1.2839
13.950,1.1903
14.000,1.0839
14.050,1.2129
14.100,1.1065
14.150,1.1484
14.200,1.1677
14.250,1.3419
14.300,1.2419
14.350,1.2323
14.400,1.1871
14.450,1.0742
14.500,1.3774
14.550,1.1258
14.600,1.3516
14.650,1.1935
14.700,1.4742
14.750,1.2645
14.800,1.4806
14.850,1.2871
14.900,1.2323
14.950,1.3806
15.000,1.2645
15.050,1.0677
15.100,1.3097
15.150,1.1516
15.200,1.3613
15.250,1.1903
15.300,1.1129
15.350,1.1387
15.400,1.2839
15.450,1.3839
15.500,1.0935
15.550,1.0742
15.600,1.0355
15.650,1.2935
15.700,1.3387
15.750,1.4548
15.800,1.0548
15.850,1.2645
15.900,1.2516
15.950,1.2226
16.000,1.3516
16.050,1.4774
16.100,1.0968
16.150,1.1419
16.200,1.1290
16.250,1.0806
16.300,1.1226
16.350,1.4871
16.400,1.2419
16.450,1.2000
16.500,1.0935
16.550,1.2581
16.600,1.3677
16.650,1.0516
16.700,1.2581
16.750,1.2097
16.800,1.2000
16.850,1.5032
16.900,1.4452
16.950,1.3452
17.000,1.3387
17.050,1.1742
17.100,1.1065
17.150,1.2613
17.200,1.1645
17.250,1.2839
17.300,1.3839
17.350,1.1323
17.400,1.3548
17.450,1.1935
17.500,1.1452
17.550,1.2161
17.600,1.3645
17.650,1.1258
17.700,1.0581
17.750,1.3000
17.800,1.4226
17.850,1.3710
17.900,1.2419
17.950,1.2290
18.000,1.2839
18.050,1.0355
18.100,1.0548
18.150,1.2419
18.200,1.3419
18.250,1.3065
18.300,1.1871
18.350,1.2581
18.400,1.1903
18.450,1.3452
18.500,1.1129
18.550,1.1710
18.600,1.0903
18.650,1.3258
18.700,1.1839
18.750,1.1548
18.800,1.2516
18.850,1.1613
18.900,1.2000
18.950,1.1581
19.000,1.0935
19.050,1.1548
19.100,1.2484
19.150,1.2226
19.200,1.0516
19.250,1.3000
19.300,1.3290
19.350,1.1903
19.400,1.4613
19.450,1.3032
19.500,1.4645
19.550,1.3258
19.600,1.3097
19.650,1.1548
19.700,1.3032
19.750,1.0258
19.800,1.4903
19.850,1.1032
19.900,1.2516
19.950,1.1161
20.000,1.2645
20.050,0.9935
20.100,1.1742
20.150,1.1161
20.200,1.1710
20.250,1.2065
20.300,1.2226
20.350,1.1516
20.400,1.3129
20.450,1.3613
20.500,1.1903
20.550,1.3226
20.600,0.9484
20.650,1.1548
20.700,1.0710
20.750,1.0677
20.800,1.3806
20.850,1.3226
20.900,1.0903
20.950,1.2032
21.000,1.3387
21.050,1.4065
21.100,1.0645
21.150,1.5613
21.200,0.6387
21.250,0.9613
21.300,1.6742
21.350,1.0935
21.400,1.2355
21.450,1.1290
21.500,1.2806
21.550,1.8484
21.600,1.5677
21.650,0.7581
21.700,1.2323
21.750,1.4677
21.800,1.1903
21.850,1.3548
21.900,1.2161
21.950,1.6000
22.000,1.5581
22.050,1.3000
22.100,1.2419
22.150,1.1677
22.200,1.1968
22.250,1.2968
22.300,1.3419
22.350,1.2129
22.400,1.0839
22.450,0.6742
22.500,1.1161
22.550,1.2613
22.600,1.0258
22.650,1.0935
22.700,1.0935
22.750,1.2645
22.800,1.2194
22.850,1.2774
22.900,1.3387
22.950,1.3806
23.000,1.1968
23.050,1.2226
23.100,1.1871
23.150,1.3194
23.200,1.3452
23.250,1.1935
23.300,1.3581
23.350,1.1581
23.400,1.2290
23.450,1.2774
23.500,1.2774
23.550,1.0710
23.600,1.1129
23.650,1.3032
23.700,1.1871
23.750,1.1710
23.800,1.1968
23.850,1.2290
23.900,1.2903
23.950,1.2194
24.000,1.0839
24.050,1.1129
24.100,1.2387
24.150,1.1323
24.200,1.2516
24.250,1.2258
24.300,1.2935
24.350,1.3839
24.400,1.4484
24.450,1.3065
24.500,1.0742
24.550,1.2290
24.600,1.2935
24.650,1.2839
24.700,1.1290
24.750,1.2935
24.800,1.1161
24.850,1.3097
24.900,1.2806
24.950,1.2161
25.000,1.1871
25.050,1.2645
25.100,1.2097
25.150,1.3226
25.200,1.2645
25.250,1.3548
25.300,1.3290
25.350,1.3774
25.400,1.4774
25.450,1.3806
25.500,1.6548
25.550,1.6677
25.600,1.1323
25.650,1.3000
25.700,1.3097
25.750,1.1645
25.800,1.1774
25.850,1.3000
25.900,1.4774
25.950,0.8484
26.000,1.1387
26.050,1.0097
26.100,0.9000
26.150,0.9839
26.200,1.2871
26.250,1.1516
26.300,1.5516
26.350,1.1226
26.400,1.2419
26.450,1.1065
26.500,1.1774
26.550,1.3355
26.600,1.1484
26.650,1.0323
26.700,1.3903
26.750,1.2065
26.800,1.2935
26.850,1.1903
26.900,1.2806
26.950,1.2871
27.000,1.2871
27.050,1.1613
27.100,1.1839
27.150,0.9710
27.200,1.2000
27.250,1.3968
27.300,1.1323
27.350,1.1806
27.400,1.1581
27.450,1.4194
27.500,1.2000
27.550,1.1935
27.600,1.0548
27.650,1.1581
27.700,1.4032
27.750,1.4097
27.800,1.0839
27.850,1.2903
27.900,1.1355
27.950,1.3484
28.000,1.1774
28.050,1.4516
28.100,1.1484
28.150,1.0226
28.200,1.2129
28.250,1.2129
28.300,1.0742
28.350,1.1645
28.400,1.3935
28.450,1.0258
28.500,0.9355
28.550,1.1355
28.600,1.5065
28.650,1.3323
28.700,1.1903
28.750,1.1806
28.800,1.5452
28.850,1.0581
28.900,1.4516
28.950,1.2258
29.000,1.1065
29.050,1.3581
29.100,1.2871
29.150,1.2161
29.200,1.1742
29.250,1.2903
29.300,1.3903
29.350,1.1484
29.400,1.1645
29.450,1.4194
29.500,1.1065
29.550,1.2129
29.600,1.3742
29.650,1.0677
29.700,1.4710
29.750,0.9903
29.800,1.1194
29.850,1.4387
29.900,1.3194
29.950,1.3839
30.000,1.3097
30.050,1.1355
30.100,1.4000
30.150,1.2452
30.200,0.9516
30.250,1.3032
30.300,1.1484
30.350,0.9839
30.400,1.1613
30.450,1.1516
30.500,1.3387
30.550,1.0806
30.600,0.9968
30.650,0.9871
30.700,0.9516
30.750,1.2387
30.800,1.5355
30.850,1.1226
30.900,1.2387
30.950,1.4258
31.000,1.2516
31.050,1.2710
31.100,1.2806
31.150,1.3484
31.200,1.2387
31.250,1.3613
31.300,1.1710
31.350,1.3000
31.400,1.1645
31.450,1.1677
31.500,1.2806
31.550,1.1871
31.600,1.2065
31.650,1.2645
31.700,1.1516
31.750,1.0419
31.800,1.1387
31.850,1.1323
31.900,1.2484
31.950,0.9129
32.000,1.2935
32.050,1.4194
32.100,1.2129
32.150,1.4161
32.200,1.3548
32.250,1.3935
32.300,1.1194
32.350,1.5355
32.400,1.5387
32.450,1.2871
32.500,1.0161
32.550,1.3548
